SHAM_rep1	SHAM_rep2	SHAM_rep3	SHAM_rep4	SNL_rep1	SNL_rep2	SNL_rep3	SNL_rep4
ENSMUSG00000034810	0	0	28	0	15	12	0	5
ENSMUSG00000034813	8	10	9	13	37	1	3	98
ENSMUSG00000034818	1	16	5	5	5	3	16	29
ENSMUSG00000034820	1026	1210	1834	1756	1536	1042	1722	1442
ENSMUSG00000034825	72	19	100	73	119	44	38	89
ENSMUSG00000034826	277	335	617	444	451	234	411	565
ENSMUSG00000034829	0	0	0	0	0	0	0	0
ENSMUSG00000034832	765	752	1221	1611	1165	791	1288	1123
ENSMUSG00000034833	1	0	1	0	4	0	0	4
ENSMUSG00000034837	0	0	0	0	0	1	1	3
ENSMUSG00000034839	2	8	44	12	0	1	1	24
ENSMUSG00000034842	33	32	23	22	53	9	65	52
ENSMUSG00000034845	15	9	6	5	2	2	5	7
ENSMUSG00000034848	86	158	93	165	248	87	215	205
ENSMUSG00000034850	2569	2119	3897	3036	2872	2627	4310	2794
ENSMUSG00000034853	1725	1087	958	1012	626	829	1035	2646
ENSMUSG00000034854	33	25	56	81	64	66	86	74
ENSMUSG00000034855	29	89	51	27	50	59	198	51
ENSMUSG00000034858	299	324	593	460	402	226	529	403
ENSMUSG00000034863	4	5	20	12	0	2	4	13
ENSMUSG00000034867	1425	1246	1989	1972	1572	1288	1596	1819
ENSMUSG00000034868	90	72	165	160	182	91	156	108
ENSMUSG00000034871	0	0	0	0	0	0	0	0
ENSMUSG00000034872	1	0	3	6	0	0	0	0
ENSMUSG00000034875	119	204	209	174	100	80	172	334
ENSMUSG00000034880	205	235	325	225	92	214	260	324
ENSMUSG00000034881	0	0	11	0	0	4	0	0
ENSMUSG00000034883	0	0	0	0	0	0	2	0
ENSMUSG00000034889	36	14	72	15	14	10	20	27
ENSMUSG00000034891	32	14	51	27	4	19	17	93
ENSMUSG00000034892	684	515	780	731	844	633	1007	995
ENSMUSG00000034893	284	249	345	319	411	193	396	366
ENSMUSG00000034898	34	40	0	17	0	1	0	13
ENSMUSG00000034902	577	952	1643	1264	766	774	1344	1273
ENSMUSG00000034903	29	15	4	42	66	7	13	46
ENSMUSG00000034906	472	450	551	626	702	400	748	490
ENSMUSG00000034908	849	731	896	1249	1028	1038	1615	1288
ENSMUSG00000034910	112	86	39	122	108	80	37	183
ENSMUSG00000034911	63	53	0	47	45	47	23	44
ENSMUSG00000034912	83	94	105	148	130	130	82	264
ENSMUSG00000034913	0	0	0	0	0	0	0	0
ENSMUSG00000034917	0	0	0	0	0	0	1	2
ENSMUSG00000034918	0	0	0	23	0	0	0	0
ENSMUSG00000034919	0	0	0	0	0	0	0	0
ENSMUSG00000034923	6	0	12	20	7	13	2	21
ENSMUSG00000034926	48	21	47	41	72	45	23	84
ENSMUSG00000034928	230	360	559	322	106	191	514	541
ENSMUSG00000034930	16	30	22	5	3	14	2	20
ENSMUSG00000034931	434	404	832	577	509	560	814	513
ENSMUSG00000034932	19	188	197	108	14	44	146	147
ENSMUSG00000034936	10	13	0	16	19	21	30	0
ENSMUSG00000034940	497	436	724	927	845	659	767	762
ENSMUSG00000034947	707	941	820	1249	1165	755	1374	1309
ENSMUSG00000034949	24	37	71	36	19	25	39	17
ENSMUSG00000034951	378	342	705	603	408	328	412	569
ENSMUSG00000034957	241	331	560	312	342	344	496	375
ENSMUSG00000034958	22	33	122	27	42	55	8	77
ENSMUSG00000034959	1134	1283	2213	2301	1569	1382	2219	1951
ENSMUSG00000034968	17	39	76	103	5	25	72	68
ENSMUSG00000034973	480	501	576	678	688	516	636	494
ENSMUSG00000034974	57	11	34	11	17	1	20	31
ENSMUSG00000034981	89	66	92	83	99	23	67	130
ENSMUSG00000034987	371	334	775	845	581	435	836	669
ENSMUSG00000034990	0	0	3	0	0	0	23	0
ENSMUSG00000034993	22	28	53	36	45	44	41	74
ENSMUSG00000034994	9842	10374	11629	11129	10630	9166	15192	22577
ENSMUSG00000034997	3	2	0	0	10	13	0	7
ENSMUSG00000034998	279	307	558	385	334	259	634	502
ENSMUSG00000035000	17	0	0	10	0	0	0	8
ENSMUSG00000035004	1959	2380	3317	3747	3277	2623	4239	4303
ENSMUSG00000035007	114	78	280	179	192	56	235	214
ENSMUSG00000035011	217	213	546	338	240	258	401	349
ENSMUSG00000035020	0	0	0	0	0	0	0	0
ENSMUSG00000035021	465	400	962	611	607	658	698	535
ENSMUSG00000035024	552	712	902	958	750	632	845	730
ENSMUSG00000035027	254	216	463	366	291	209	420	388
ENSMUSG00000035031	0	0	0	0	0	0	0	0
ENSMUSG00000035032	0	14	0	0	3	0	12	19
ENSMUSG00000035033	0	0	0	0	0	0	0	0
ENSMUSG00000035041	1	0	36	0	0	0	0	3
ENSMUSG00000035042	127	178	289	138	218	239	357	388
ENSMUSG00000035045	65	67	22	104	85	39	95	83
ENSMUSG00000035047	62	68	98	68	133	49	82	105
ENSMUSG00000035048	385	278	457	400	417	349	324	559
ENSMUSG00000035049	158	249	396	334	280	189	434	485
ENSMUSG00000035051	252	382	198	406	402	291	503	227
ENSMUSG00000035057	1	0	0	0	0	0	0	0
ENSMUSG00000035062	126	146	224	222	196	199	195	264
ENSMUSG00000035064	1062	1421	1865	1417	1662	1013	1734	1573
ENSMUSG00000035067	77	61	180	192	154	74	66	109
ENSMUSG00000035069	1305	1193	1725	2108	1791	1522	2081	1697
ENSMUSG00000035078	190	338	398	304	290	235	326	444
ENSMUSG00000035085	0	0	0	0	0	0	0	1
ENSMUSG00000035086	317	317	554	438	378	278	504	522
ENSMUSG00000035093	1303	1186	1731	1566	1171	1120	2008	1973
ENSMUSG00000035095	16	2	0	16	50	23	29	22
ENSMUSG00000035104	184	211	230	122	176	88	190	245
ENSMUSG00000035105	0	1	0	14	3	0	0	23
ENSMUSG00000035107	301	363	327	535	539	320	319	278
ENSMUSG00000035109	34	14	1	29	30	27	87	61
ENSMUSG00000035112	19	19	84	10	22	28	30	28
ENSMUSG00000035121	22	0	25	6	15	0	4	2
ENSMUSG00000035125	45	21	16	98	58	43	84	46
ENSMUSG00000035126	12	33	69	54	56	20	9	45
ENSMUSG00000035129	3	8	3	2	4	1	5	2
ENSMUSG00000035131	182	269	123	134	225	75	180	342
ENSMUSG00000035133	4260	4229	7650	6668	6675	4063	6817	5705
ENSMUSG00000035139	265	669	615	749	362	401	677	760
ENSMUSG00000035142	62	76	72	132	116	72	75	55
ENSMUSG00000035148	0	1	1	0	0	0	0	0
ENSMUSG00000035150	296	364	432	366	376	243	536	442
ENSMUSG00000035151	886	1012	1587	1605	1700	1089	1761	1333
ENSMUSG00000035152	1080	888	1164	1369	1381	925	1597	1569
ENSMUSG00000035158	287	309	303	339	281	326	429	292
ENSMUSG00000035161	177	151	290	174	327	233	280	223
ENSMUSG00000035164	225	200	427	206	375	312	359	218
ENSMUSG00000035165	0	0	0	17	0	0	0	0
ENSMUSG00000035168	49	8	57	77	74	24	1	88
ENSMUSG00000035171	294	395	349	303	263	248	401	396
ENSMUSG00000035172	5	7	17	9	6	4	12	9
ENSMUSG00000035173	400	549	378	668	392	387	403	497
ENSMUSG00000035177	0	0	0	0	0	0	0	0
ENSMUSG00000035179	12	19	0	32	14	7	1	3
ENSMUSG00000035181	2606	2766	2894	3267	4069	2292	3497	2724
ENSMUSG00000035183	36	36	48	103	42	21	48	59
ENSMUSG00000035184	10	5	5	39	7	1	2	22
ENSMUSG00000035186	0	0	0	0	0	0	0	0
ENSMUSG00000035187	21	6	0	1	1	6	19	27
ENSMUSG00000035189	29	41	69	7	26	9	28	56
ENSMUSG00000035191	0	0	0	0	0	0	0	0
ENSMUSG00000035198	326	386	447	636	352	422	478	729
ENSMUSG00000035199	1535	1292	2164	1946	2461	1569	2472	4142
ENSMUSG00000035200	1	0	0	5	16	0	7	0
ENSMUSG00000035201	0	0	0	0	0	0	0	0
ENSMUSG00000035202	14217	11914	18977	17283	17481	11536	20877	23468
ENSMUSG00000035203	156	161	261	182	184	118	229	207
ENSMUSG00000035206	155	228	210	95	48	97	344	198
ENSMUSG00000035208	678	665	1439	961	1137	963	1310	1153
ENSMUSG00000035211	0	0	1	19	0	0	2	1
ENSMUSG00000035212	3264	3473	6480	5621	4883	4091	6369	5668
ENSMUSG00000035215	598	576	769	983	597	575	825	862
ENSMUSG00000035226	12	4	1	3	0	3	9	77
ENSMUSG00000035227	2476	2833	4074	3382	1041	2368	3874	4095
ENSMUSG00000035228	0	0	0	2	0	0	0	14
ENSMUSG00000035232	36	42	36	17	34	20	21	53
ENSMUSG00000035234	179	209	229	304	234	133	324	224
ENSMUSG00000035235	144	222	288	285	263	143	215	182
ENSMUSG00000035236	179	194	283	354	386	231	257	217
ENSMUSG00000035237	254	141	243	149	112	135	209	457
ENSMUSG00000035238	0	0	0	0	0	0	0	0
ENSMUSG00000035239	65	81	2	51	57	22	93	108
ENSMUSG00000035242	5935	5590	8775	7502	4924	5124	9074	11001
ENSMUSG00000035245	435	378	477	646	655	398	819	567
ENSMUSG00000035246	99	91	119	168	74	60	66	133
ENSMUSG00000035247	1160	1383	1783	1827	1755	1251	1510	1241
ENSMUSG00000035248	1508	1211	2127	2221	2305	1201	2221	1601
ENSMUSG00000035258	26	1	25	19	6	1	24	9
ENSMUSG00000035262	0	0	0	0	0	0	2	0
ENSMUSG00000035266	47	24	80	100	103	90	98	55
ENSMUSG00000035268	583	866	1265	802	707	656	1058	859
ENSMUSG00000035270	13	20	0	9	25	0	6	13
ENSMUSG00000035273	0	0	0	0	1	0	21	2
ENSMUSG00000035274	1	13	0	2	5	0	0	7
ENSMUSG00000035275	37	27	19	38	33	81	38	63
ENSMUSG00000035277	0	0	0	0	0	0	0	0
ENSMUSG00000035278	97	187	276	204	105	111	209	232
ENSMUSG00000035279	0	0	0	6	0	0	2	0
ENSMUSG00000035283	143	201	231	159	180	192	254	134
ENSMUSG00000035284	422	346	261	771	805	495	688	620
ENSMUSG00000035285	5	0	2	9	1	18	31	11
ENSMUSG00000035293	250	160	255	303	304	168	344	311
ENSMUSG00000035295	17	41	23	64	58	24	57	42
ENSMUSG00000035296	0	0	0	0	0	0	0	5
ENSMUSG00000035297	2706	2263	4887	4565	3521	2645	4133	4412
ENSMUSG00000035298	3	3	0	7	2	5	15	3
ENSMUSG00000035299	13	11	36	38	36	8	20	24
ENSMUSG00000035305	0	0	0	0	0	0	0	4
ENSMUSG00000035310	181	102	273	177	184	158	283	148
ENSMUSG00000035311	152	146	301	287	312	157	289	274
ENSMUSG00000035314	35	62	31	61	13	39	35	69
ENSMUSG00000035325	1760	2049	2666	2881	1723	1576	3457	2804
ENSMUSG00000035329	146	140	384	211	213	207	311	211
ENSMUSG00000035337	57	67	62	118	69	50	54	85
ENSMUSG00000035342	5	8	7	4	0	9	7	9
ENSMUSG00000035351	101	75	127	203	261	121	162	190
ENSMUSG00000035352	684	641	1158	993	1713	1222	3306	2762
ENSMUSG00000035354	114	174	344	264	297	129	237	185
ENSMUSG00000035355	8	12	0	0	3	16	27	16
ENSMUSG00000035356	140	173	127	339	285	161	217	227
ENSMUSG00000035357	1	0	0	0	1	2	29	25
ENSMUSG00000035365	3	0	24	9	22	14	39	23
ENSMUSG00000035367	296	236	291	566	328	285	433	409
ENSMUSG00000035370	0	0	0	0	0	7	26	5
ENSMUSG00000035371	0	0	0	0	0	0	0	0
ENSMUSG00000035372	122	52	87	101	121	139	180	168
ENSMUSG00000035373	22	0	6	23	15	21	25	18
ENSMUSG00000035376	136	296	338	242	196	170	296	392
ENSMUSG00000035378	158	136	280	214	202	218	421	302
ENSMUSG00000035382	474	725	1065	976	726	725	1176	1031
ENSMUSG00000035383	0	0	3	3	0	0	0	0
ENSMUSG00000035385	267	206	190	368	435	298	550	629
ENSMUSG00000035387	0	0	0	0	0	0	0	0
ENSMUSG00000035390	17	27	22	24	27	23	29	25
ENSMUSG00000035392	297	304	235	358	472	141	198	314
ENSMUSG00000035394	1	0	1	0	0	0	5	7
ENSMUSG00000035395	0	0	0	0	0	0	0	0
ENSMUSG00000035397	80	78	129	124	58	57	228	98
ENSMUSG00000035399	502	691	1168	721	668	509	1015	754
ENSMUSG00000035401	745	751	973	998	1294	868	1160	1255
ENSMUSG00000035403	1	1	0	0	1	8	0	5
ENSMUSG00000035407	2	5	2	11	2	0	0	10
ENSMUSG00000035413	174	70	117	96	66	83	62	121
ENSMUSG00000035420	0	0	0	0	0	0	0	0
ENSMUSG00000035427	0	0	0	0	0	0	0	0
ENSMUSG00000035429	19	4	2	11	1	8	11	3
ENSMUSG00000035431	1	0	0	0	0	0	0	6
ENSMUSG00000035435	11	29	18	43	27	9	24	26
ENSMUSG00000035437	751	645	1192	1220	1467	768	1222	1035
ENSMUSG00000035439	280	287	324	355	210	214	306	402
ENSMUSG00000035441	372	365	647	766	495	197	496	549
ENSMUSG00000035443	232	304	393	418	373	347	481	518
ENSMUSG00000035448	12	22	68	27	9	10	74	19
ENSMUSG00000035451	0	0	0	0	0	0	0	0
ENSMUSG00000035454	0	0	0	0	0	0	0	0
ENSMUSG00000035455	79	42	116	54	80	75	122	85
ENSMUSG00000035456	0	0	0	0	0	0	0	0
ENSMUSG00000035458	18	49	59	47	28	28	140	84
ENSMUSG00000035459	4	0	32	12	2	3	5	0
ENSMUSG00000035469	303	196	438	397	257	170	285	310
ENSMUSG00000035472	10	18	27	11	0	20	14	4
ENSMUSG00000035473	310	481	329	445	655	269	716	613
ENSMUSG00000035476	86	90	52	174	104	79	63	71
ENSMUSG00000035478	148	220	267	151	151	152	274	219
ENSMUSG00000035486	2	13	18	3	0	2	0	12
ENSMUSG00000035491	0	0	0	0	0	0	0	0
ENSMUSG00000035493	674	794	753	1151	860	659	1020	1336
ENSMUSG00000035495	558	659	907	677	613	647	1146	996
ENSMUSG00000035498	0	0	0	0	0	0	0	0
ENSMUSG00000035504	0	21	0	2	0	1	0	0
ENSMUSG00000035505	70	57	134	139	146	104	153	111
ENSMUSG00000035506	0	0	0	0	0	0	0	0
ENSMUSG00000035509	13	6	19	26	0	2	15	11
ENSMUSG00000035513	4	1	1	0	4	1	0	8
ENSMUSG00000035517	447	400	627	555	702	423	523	483
ENSMUSG00000035521	511	576	889	722	757	525	1028	1011
ENSMUSG00000035522	0	0	0	0	0	0	0	0
ENSMUSG00000035523	0	0	0	0	0	0	0	0
ENSMUSG00000035528	0	0	0	0	0	0	0	0
ENSMUSG00000035529	147	152	303	169	130	63	200	124
ENSMUSG00000035530	1390	2713	4229	2784	299	1982	3701	3823
ENSMUSG00000035539	1	0	0	0	0	9	0	1
ENSMUSG00000035540	0	0	0	0	0	0	0	4
ENSMUSG00000035545	231	522	610	528	268	275	424	455
ENSMUSG00000035547	75	119	151	5	28	60	40	224
ENSMUSG00000035551	0	0	0	0	0	0	0	1
ENSMUSG00000035557	0	0	0	0	0	0	0	0
ENSMUSG00000035559	40	68	73	36	85	66	70	63
ENSMUSG00000035560	0	0	2	0	0	0	0	1
ENSMUSG00000035561	15	9	58	50	51	9	53	58
ENSMUSG00000035566	118	218	101	251	147	154	64	336
ENSMUSG00000035569	2330	2542	3652	3878	3376	2318	3360	2783
ENSMUSG00000035572	107	174	158	151	146	206	184	111
ENSMUSG00000035575	387	431	580	517	434	343	646	633
ENSMUSG00000035576	22	18	48	6	15	4	7	19
ENSMUSG00000035578	20	12	2	24	15	43	41	48
ENSMUSG00000035580	13	0	0	0	0	0	4	7
ENSMUSG00000035582	0	0	0	0	0	0	1	1
ENSMUSG00000035585	76	75	95	136	128	75	151	131
ENSMUSG00000035592	0	0	0	0	0	0	0	0
ENSMUSG00000035594	0	0	0	0	0	0	0	0
ENSMUSG00000035595	96	67	91	128	120	96	116	113
ENSMUSG00000035596	203	218	361	356	177	162	350	334
ENSMUSG00000035597	1392	1451	2451	1809	1891	1211	2004	1390
ENSMUSG00000035601	203	209	338	239	303	180	323	336
ENSMUSG00000035606	3	3	0	0	1	23	0	7
ENSMUSG00000035614	279	256	416	371	287	319	609	369
ENSMUSG00000035615	45	3	2	47	6	1	89	89
ENSMUSG00000035620	144	195	305	215	271	126	319	257
ENSMUSG00000035621	44	83	87	82	55	52	79	78
ENSMUSG00000035623	670	685	907	1024	1171	659	797	784
ENSMUSG00000035626	0	0	0	0	0	0	0	0
ENSMUSG00000035629	500	438	802	264	395	384	682	843
ENSMUSG00000035632	139	108	254	248	212	202	179	158
ENSMUSG00000035637	211	175	238	228	106	182	266	363
ENSMUSG00000035638	0	0	0	0	0	0	0	0
ENSMUSG00000035640	10	44	53	10	31	2	13	44
ENSMUSG00000035642	577	299	702	613	564	466	458	701
ENSMUSG00000035649	1448	1597	2192	2458	2708	1534	2102	1608
ENSMUSG00000035651	0	0	0	0	0	0	0	0
ENSMUSG00000035653	5	20	27	1	25	5	0	11
ENSMUSG00000035666	336	177	508	569	496	322	688	434
ENSMUSG00000035671	145	200	315	248	83	147	195	222
ENSMUSG00000035673	596	708	1022	954	923	823	1697	1339
ENSMUSG00000035674	963	678	762	890	824	592	937	1182
ENSMUSG00000035678	22	19	124	41	66	42	30	33
ENSMUSG00000035681	31	0	7	11	11	0	9	28
ENSMUSG00000035683	0	10	26	26	16	12	14	15
ENSMUSG00000035686	1157	1103	1747	1667	710	890	2179	2145
ENSMUSG00000035692	74	51	84	51	93	55	108	198
ENSMUSG00000035694	6	0	0	0	1	10	0	3
ENSMUSG00000035696	715	728	807	1235	1000	797	997	737
ENSMUSG00000035697	1777	2804	3522	2563	1849	1822	3158	2644
ENSMUSG00000035699	3	0	3	0	5	3	7	0
ENSMUSG00000035704	612	598	701	917	1130	680	1120	1265
ENSMUSG00000035711	200	347	415	186	171	256	376	413
ENSMUSG00000035713	558	841	1060	839	630	715	1052	670
ENSMUSG00000035722	137	298	592	290	223	263	473	369
ENSMUSG00000035725	209	221	514	385	281	197	325	285
ENSMUSG00000035726	445	361	652	617	668	338	586	713
ENSMUSG00000035735	100	194	155	98	78	111	88	76
ENSMUSG00000035745	0	0	0	6	0	0	2	2
ENSMUSG00000035754	487	769	868	546	326	409	837	886
ENSMUSG00000035757	270	313	630	583	441	316	566	358
ENSMUSG00000035759	39	48	29	102	32	24	86	57
ENSMUSG00000035762	388	436	731	661	768	391	693	481
ENSMUSG00000035764	274	237	318	361	410	258	449	347
ENSMUSG00000035765	211	199	176	282	310	158	232	229
ENSMUSG00000035769	80	103	143	106	106	80	249	179
ENSMUSG00000035770	3803	2433	2951	3037	2214	1854	2521	4687
ENSMUSG00000035772	65	202	208	247	59	164	283	303
ENSMUSG00000035773	8	5	0	3	2	0	1	0
ENSMUSG00000035775	0	0	0	0	0	0	0	1
ENSMUSG00000035776	560	514	562	815	588	515	752	1020
ENSMUSG00000035778	1230	1308	1799	2204	2333	1506	2370	2074
ENSMUSG00000035780	0	0	0	0	0	0	0	0
ENSMUSG00000035781	458	441	519	588	436	412	522	554
ENSMUSG00000035783	31	34	4	37	175	156	30	2
ENSMUSG00000035785	0	0	10	0	6	0	0	0
ENSMUSG00000035790	122	125	120	75	86	75	109	114
ENSMUSG00000035798	200	281	239	343	392	186	338	528
ENSMUSG00000035799	0	0	0	0	0	0	0	0
ENSMUSG00000035804	0	0	0	0	0	0	0	0
ENSMUSG00000035805	983	873	894	678	699	458	905	1746
ENSMUSG00000035811	0	0	0	0	0	0	0	0
ENSMUSG00000035818	1	0	0	0	0	0	0	0
ENSMUSG00000035824	332	596	620	593	415	281	564	511
ENSMUSG00000035828	49	30	87	57	15	57	20	71
ENSMUSG00000035829	44	123	37	92	17	22	36	70
ENSMUSG00000035831	1	11	0	2	0	0	5	12
ENSMUSG00000035834	33	105	82	89	80	31	131	78
ENSMUSG00000035835	59	79	51	60	54	29	43	41
ENSMUSG00000035836	0	0	0	0	0	0	0	0
ENSMUSG00000035840	301	341	645	484	355	331	738	524
ENSMUSG00000035842	91	58	87	244	87	143	217	241
ENSMUSG00000035845	275	308	334	578	525	295	468	523
ENSMUSG00000035847	325	291	434	449	533	365	410	475
ENSMUSG00000035849	41	31	71	27	57	33	77	96
ENSMUSG00000035851	630	504	836	953	1064	748	932	813
ENSMUSG00000035852	0	0	0	0	0	4	0	6
ENSMUSG00000035860	0	0	5	5	0	0	5	6
ENSMUSG00000035861	0	0	0	0	0	0	0	0
ENSMUSG00000035863	8	37	33	24	45	27	15	32
ENSMUSG00000035864	23	67	82	89	43	42	10	166
ENSMUSG00000035868	120	116	109	181	113	115	180	159
ENSMUSG00000035873	0	0	0	0	0	1	0	0
ENSMUSG00000035875	1	0	0	6	19	6	0	3
ENSMUSG00000035877	3268	1893	3188	3626	3500	2481	2895	7471
ENSMUSG00000035878	87	96	147	95	101	57	188	126
ENSMUSG00000035885	308	776	728	721	111	562	759	1298
ENSMUSG00000035890	4	4	12	6	4	2	17	5
ENSMUSG00000035891	676	910	1181	713	723	585	1009	713
ENSMUSG00000035896	56	18	8	24	39	34	24	59
ENSMUSG00000035898	337	406	232	486	592	398	547	472
ENSMUSG00000035900	81	57	200	154	178	50	57	113
ENSMUSG00000035901	3062	2680	3026	3442	3180	2581	2938	3934
ENSMUSG00000035910	24	30	1	30	26	27	24	25
ENSMUSG00000035914	233	138	413	497	133	82	410	241
ENSMUSG00000035916	0	0	0	0	0	0	0	0
ENSMUSG00000035919	711	580	854	892	868	623	755	780
ENSMUSG00000035923	0	0	0	0	0	0	0	0
ENSMUSG00000035929	8	4	13	14	27	15	23	17
ENSMUSG00000035930	0	0	0	0	0	0	0	0
ENSMUSG00000035932	1	0	0	11	0	0	0	0
ENSMUSG00000035933	484	503	800	782	809	515	618	550
ENSMUSG00000035934	28	7	2	72	31	11	52	215
ENSMUSG00000035936	100	134	110	135	68	110	102	298
ENSMUSG00000035941	177	197	367	341	166	137	314	223
ENSMUSG00000035944	137	198	223	407	201	241	407	306
ENSMUSG00000035946	0	0	0	0	0	0	0	0
ENSMUSG00000035948	12	52	0	16	16	0	7	22
ENSMUSG00000035949	465	587	672	952	856	516	715	704
ENSMUSG00000035951	0	0	0	0	0	0	0	0
ENSMUSG00000035953	270	209	298	334	410	272	380	591
ENSMUSG00000035954	1912	1573	1787	3236	3913	1481	1999	1557
ENSMUSG00000035958	77	117	118	184	124	68	175	61
ENSMUSG00000035960	81	101	131	115	108	94	188	113
ENSMUSG00000035963	0	0	0	0	0	0	0	3
ENSMUSG00000035964	69	105	137	120	71	72	96	285
ENSMUSG00000035967	2813	3272	4069	4517	4281	2892	4751	3336
ENSMUSG00000035969	190	150	163	263	306	209	233	219
ENSMUSG00000035983	1	8	0	0	6	2	14	1
ENSMUSG00000035984	20	12	17	17	8	16	4	34
ENSMUSG00000035992	995	1125	1672	1132	1494	1172	1485	1003
ENSMUSG00000036002	231	222	261	251	189	140	291	199
ENSMUSG00000036006	198	175	241	389	631	324	671	662
ENSMUSG00000036009	32	87	167	37	33	43	126	27
ENSMUSG00000036013	0	2	0	0	2	0	0	0
ENSMUSG00000036019	39	7	60	23	21	3	32	47
ENSMUSG00000036022	112	30	80	123	64	43	133	100
ENSMUSG00000036023	1485	1487	2465	2594	2603	1840	2607	2504
ENSMUSG00000036026	74	79	80	108	72	82	64	97
ENSMUSG00000036027	0	0	0	0	0	0	0	0
ENSMUSG00000036030	0	4	0	1	16	0	0	16
ENSMUSG00000036036	77	22	167	62	109	39	38	79
ENSMUSG00000036040	118	110	39	179	69	71	222	168
ENSMUSG00000036045	0	0	0	0	0	0	0	0
ENSMUSG00000036046	632	842	1251	633	599	629	675	883
ENSMUSG00000036052	62	90	165	109	54	69	148	125
ENSMUSG00000036053	315	279	365	368	312	254	308	394
ENSMUSG00000036054	226	362	607	384	435	266	593	419
ENSMUSG00000036057	251	232	317	199	131	165	340	283
ENSMUSG00000036061	131	201	449	211	138	183	350	198
ENSMUSG00000036062	55	38	121	24	52	61	12	86
ENSMUSG00000036067	326	501	592	556	306	510	1392	1477
ENSMUSG00000036073	480	612	1071	901	693	530	772	932
ENSMUSG00000036078	651	674	1542	1031	602	640	1398	1397
ENSMUSG00000036083	0	0	0	0	0	0	0	0
ENSMUSG00000036086	68	90	95	61	137	109	52	42
ENSMUSG00000036087	161	338	322	323	208	189	316	210
ENSMUSG00000036091	15	0	1	34	14	20	0	11
ENSMUSG00000036093	346	348	584	411	301	329	358	340
ENSMUSG00000036095	299	112	223	114	133	208	170	392
ENSMUSG00000036097	650	833	1283	1378	1165	974	1550	1030
ENSMUSG00000036098	129	69	94	144	48	22	55	206
ENSMUSG00000036099	594	512	846	811	943	504	1030	677
ENSMUSG00000036103	0	5	7	7	11	1	0	3
ENSMUSG00000036104	993	1034	2314	1544	1232	834	2099	1660
ENSMUSG00000036106	27	21	79	16	15	19	38	58
ENSMUSG00000036109	0	0	0	0	3	3	9	1
ENSMUSG00000036110	0	0	0	0	0	0	0	0
ENSMUSG00000036111	0	1	0	0	3	0	0	6
ENSMUSG00000036112	1720	1613	2191	2122	2185	1288	2060	2440
ENSMUSG00000036114	193	326	557	413	224	216	362	410
ENSMUSG00000036117	0	0	0	0	0	0	0	0
ENSMUSG00000036120	473	434	740	737	398	486	831	558
ENSMUSG00000036123	0	0	0	4	1	0	0	0
ENSMUSG00000036131	0	0	0	0	2	0	0	0
ENSMUSG00000036136	0	0	0	0	0	0	0	0
ENSMUSG00000036138	189	255	464	376	238	184	337	258
ENSMUSG00000036139	17	27	20	8	30	21	21	37
ENSMUSG00000036144	1	0	0	1	0	0	0	0
ENSMUSG00000036151	3	2	1	17	12	12	0	22
ENSMUSG00000036155	823	950	1759	1415	1293	1266	1412	1452
ENSMUSG00000036158	113	35	67	127	107	35	89	124
ENSMUSG00000036160	139	244	154	90	147	138	335	298
ENSMUSG00000036162	2	0	0	3	0	0	0	1
ENSMUSG00000036167	652	465	579	846	768	424	847	1048
ENSMUSG00000036168	2	0	19	1	7	3	4	4
ENSMUSG00000036169	1	0	0	0	0	0	0	0
ENSMUSG00000036172	0	0	0	0	5	4	0	0
ENSMUSG00000036180	286	380	542	417	420	398	637	390
ENSMUSG00000036181	37	96	205	91	98	76	178	123
ENSMUSG00000036185	6	3	1	0	0	1	9	3
ENSMUSG00000036186	16	20	3	26	23	7	32	61
ENSMUSG00000036188	538	347	761	695	502	490	491	675
ENSMUSG00000036192	1453	786	1164	1219	971	945	1168	3140
ENSMUSG00000036196	2	0	29	1	1	17	3	6
ENSMUSG00000036197	660	483	708	1054	889	448	814	782
ENSMUSG00000036198	10	0	1	0	13	29	61	16
ENSMUSG00000036199	1823	1429	1940	1828	1458	1314	2022	2779
ENSMUSG00000036202	292	458	441	453	589	388	603	400
ENSMUSG00000036206	29	14	1	40	6	59	22	67
ENSMUSG00000036208	75	83	88	159	135	99	168	103
ENSMUSG00000036211	0	0	0	0	0	0	0	0
ENSMUSG00000036214	49	63	55	88	77	48	54	84
ENSMUSG00000036216	5	13	20	22	31	11	4	7
ENSMUSG00000036218	29	0	40	45	8	19	1	44
ENSMUSG00000036223	9	0	0	0	3	10	0	31
ENSMUSG00000036225	20	28	29	52	29	18	33	78
ENSMUSG00000036231	0	0	0	0	0	0	0	0
ENSMUSG00000036241	350	303	531	431	517	348	562	530
ENSMUSG00000036242	116	69	11	44	61	83	40	181
ENSMUSG00000036244	0	0	0	0	0	0	0	0
ENSMUSG00000036246	1635	2237	3330	2537	1872	1848	3976	2586
ENSMUSG00000036249	220	296	200	260	205	280	377	285
ENSMUSG00000036251	0	0	0	0	0	0	9	4
ENSMUSG00000036256	16	2	1	6	9	4	2	5
ENSMUSG00000036257	607	579	970	970	852	601	1050	858
ENSMUSG00000036264	7	32	35	12	11	0	4	7
ENSMUSG00000036270	828	1184	1184	1722	717	1040	2236	1724
ENSMUSG00000036273	14	6	2	32	62	34	37	40
ENSMUSG00000036275	297	685	920	500	182	477	1200	814
