SNL27	SNL45	SHAM24	SHAM35
11:113543705-113545101|Slc39a11|P	84	111	53	46
11:113565103-113566243|Slc39a11|P	80	170	55	96
11:113618633-113619958|Sstr2|P	148	172	168	99
11:113648000-113648323|Cog1|P	36	50	27	27
11:113648732-113649289|Cog1|P	14	104	50	55
11:113666625-113667207|Cog1|P	59	89	66	75
11:113668547-113670059|Cog1|P	98	143	86	89
11:113677070-113677887|Fam104a|P	72	54	15	25
11:113678231-113678871|Fam104a|P	44	88	72	66
11:113683169-113683509|Fam104a|P	42	35	44	22
11:113684849-113685537|D11Wsu47e|P	67	57	87	60
11:113691284-113692062|D11Wsu47e|P	49	93	47	59
11:113732642-113734313|Cdc42ep4|P	112	169	93	103
11:113737271-113738527|Cdc42ep4|P	129	150	137	68
11:113747513-113751089|Cdc42ep4|P	420	614	420	263
11:113785632-113786205|Sdk2|P	64	42	34	53
11:114064897-114065557|Sdk2|P	24	37	65	51
11:114093072-114093581|Sdk2|P	33	44	24	15
11:114198163-114199002|1700092K14Rik|P	24	128	50	56
11:114654639-114656297|Rpl38|P	123	233	137	120
11:114669148-114671399|Rpl38|P	147	214	215	145
11:114675228-114675956|Ttyh2|P	59	84	86	31
11:114676582-114676807|Ttyh2|P	8	29	25	16
11:114679118-114681228|Ttyh2|P	220	323	218	203
11:114683887-114685234|Ttyh2|P	70	133	85	82
11:114726710-114727284|Dnaic2|P	29	41	49	31
11:114727478-114728047|Dnaic2|P	13	45	47	40
11:114744970-114745653|Dnaic2|P	39	65	20	9
11:114747580-114748054|Dnaic2|P	40	42	30	15
11:114764817-114765911|Kif19a|P	91	154	61	105
11:114786298-114786694|Kif19a|P	32	81	60	58
11:114791400-114792752|Btbd17|P	207	316	209	218
11:114792985-114794437|Btbd17|P	150	279	188	177
11:114795081-114796049|Btbd17|P	77	107	61	40
11:114812902-114813282|Gpr142|P	34	79	60	25
11:114818089-114819103|Gpr142|P	96	76	63	34
11:114821168-114821499|Gpr142|P	20	44	32	24
11:114829531-114830443|Gprc5c|P	84	90	61	53
11:114844144-114844420|Gprc5c|P	23	47	29	18
11:114850588-114852569|Gprc5c|P	218	370	333	231
11:114866062-114867639|Gprc5c|P	109	217	148	127
11:114876689-114877738|Gprc5c|P	49	124	76	61
11:114880049-114880862|Cd300a|P	94	164	105	97
11:114883135-114885178|Cd300a|P	194	294	215	209
11:114885373-114886174|Cd300a|P	44	46	71	54
11:114892853-114893214|Cd300a|P	31	58	35	32
11:114897667-114898274|Cd300a|P	62	106	33	45
11:114903095-114903424|Cd300a|P	0	24	33	27
11:114913149-114914360|Cd300lb|P	79	146	49	55
11:114914578-114915573|Cd300lb|P	63	107	56	49
11:114915657-114916213|Cd300lb|P	65	49	31	25
11:114916820-114917493|Cd300lb|P	20	115	40	29
11:114926835-114930014|Cd300lb|P	223	372	162	160
11:114930251-114931903|Cd300lb|P	163	191	98	87
11:114933516-114934546|Cd300lb|P	113	126	84	72
11:114954885-114955301|Cd300c|P	26	28	17	3
11:114959885-114961559|Cd300c|P	93	176	72	87
11:114965202-114965970|Cd300c|P	78	109	45	80
11:114968039-114968652|Cd300c|P	30	71	44	38
11:114969134-114969893|Cd300c|P	73	116	45	32
11:114997549-114999039|Cd300c2|P	94	248	152	92
11:115001838-115003470|Cd300c2|P	170	261	97	131
11:115046946-115048949|Cd300ld3|P	85	147	89	84
11:115066051-115066646|Cd300e|P	66	67	56	51
11:115070860-115071284|Cd300e|P	28	69	43	43
11:115071386-115072388|Cd300e|P	74	82	82	87
11:115075304-115076225|Cd300e|P	36	113	41	25
11:115091358-115092412|Rab37|P	50	157	125	99
11:115092710-115093140|Rab37|P	27	38	35	24
11:115100273-115100636|Rab37|P	22	51	29	19
11:115119510-115120542|Cd300lf|P	95	111	67	99
11:11512125-11513019|Spata48|P	35	69	54	21
11:115133248-115133943|Cd300lf|P	94	101	62	64
11:115134395-115135436|Cd300lf|P	100	119	95	51
11:115139054-115139661|Cd300lf|P	64	87	53	35
11:115141679-115142140|Cd300lf|P	40	53	49	35
11:115153836-115154332|Rab37|P	59	74	112	76
11:115157545-115158264|Rab37|P	12	77	83	51
11:115158304-115159048|Rab37|P	86	99	65	64
11:115161123-115163032|Slc9a3r1|P	127	214	164	124
11:115163527-115165332|Slc9a3r1|P	150	220	212	171
11:115172169-115173220|Slc9a3r1|P	67	130	60	30
11:115173551-115174345|Slc9a3r1|P	50	132	92	83
11:115185962-115186964|Nat9|P	58	167	67	45
11:115188587-115189373|Nat9|P	40	23	82	51
11:115190149-115192935|Nat9|P	234	288	302	173
11:115195113-115195550|Nat9|P	37	18	31	17
11:115208854-115210456|Nat9|P	123	252	202	116
11:115222450-115225526|Nat9|P	239	427	266	273
11:115225753-115227558|Grin2c|P	159	274	146	133
11:115227765-115228316|Grin2c|P	27	66	54	74
11:115231280-115232250|Grin2c|P	118	174	108	74
11:115246399-115246975|Grin2c|P	31	63	58	42
11:115249665-115250781|Grin2c|P	253	352	226	230
11:115257937-115258485|Grin2c|P	71	91	118	60
11:115265125-115267437|Grin2c|P	243	348	308	190
11:115275485-115276436|Fdxr|P	124	139	88	103
11:115283209-115283563|Fdxr|P	37	42	7	25
11:115284645-115285413|Fdxr|P	92	125	94	77
11:115285734-115286695|Fdxr|P	109	133	112	96
11:11529121-11529630|Spata48|P	68	55	20	31
11:115297044-115297797|Fads6|P	75	174	66	73
11:11530025-11530464|Spata48|P	39	45	49	22
11:115318672-115319103|Ush1g|P	25	70	78	65
11:115321645-115322125|Ush1g|P	24	33	35	27
11:115334490-115335032|Otop3|P	60	18	53	61
11:115359485-115359971|Hid1|P	51	49	70	55
11:115366897-115367620|Hid1|P	110	135	80	51
11:115374148-115374490|Hid1|P	23	60	52	34
11:115381716-115382665|Cdr2l|P	58	136	93	44
11:115382907-115383964|Cdr2l|P	64	74	20	72
11:115384075-115384564|Cdr2l|P	52	1	23	64
11:115386018-115386329|Cdr2l|P	15	5	24	33
11:115393350-115394333|Mrpl58|P	90	114	170	127
11:115414103-115414412|Atp5h|P	17	47	47	24
11:115418464-115419349|Atp5h|P	60	106	84	59
11:115420561-115421277|Kctd2|P	80	95	42	24
11:115421465-115421771|Kctd2|P	26	46	24	34
11:115421934-115422922|Kctd2|P	106	117	103	99
11:115427286-115427623|Kctd2|P	22	0	25	20
11:115435500-115436317|Trim80|P	63	73	55	74
11:11546895-11548107|Spata48|P	92	135	111	46
11:115475009-115475349|Armc7|P	41	43	31	31
11:115476258-115477364|Armc7|P	141	125	73	63
11:115478714-115480031|Armc7|P	71	171	80	74
11:115490619-115491400|Nt5c|P	33	89	70	49
11:115509765-115510412|Jpt1|P	63	97	25	38
11:115512033-115512765|Jpt1|P	54	68	73	56
11:115513396-115513773|Jpt1|P	22	25	60	50
11:115534258-115534984|Sumo2|P	39	86	69	40
11:11553562-11554052|Spata48|P	30	84	52	16
11:11556297-11557126|Spata48|P	64	85	61	38
11:115564786-115565321|Nup85|P	43	50	57	58
11:11557382-11558679|Spata48|P	87	182	127	48
11:115598462-115599032|Gga3|P	42	47	49	23
11:115599630-115601405|Gga3|P	182	276	214	174
11:115601622-115603013|Gga3|P	169	149	187	134
11:115604528-115605157|Mrps7|P	51	76	68	83
11:11560556-11561063|4930512M02Rik|P	29	59	27	16
11:115611548-115612423|Mif4gd|P	71	86	85	78
11:115613427-115614146|Mif4gd|P	77	103	74	19
11:11561357-11561813|4930512M02Rik|P	28	75	24	42
11:11562480-11563901|4930512M02Rik|P	48	100	73	43
11:115627294-115627954|Slc25a19|P	37	47	70	0
11:115631877-115632906|Slc25a19|P	98	150	86	90
11:115633716-115634959|Slc25a19|P	67	121	91	137
11:115638458-115641676|Slc25a19|P	281	517	395	197
11:11563955-11564453|4930512M02Rik|P	40	67	42	35
11:11564507-11565824|4930512M02Rik|P	66	147	139	91
11:115651902-115652573|Slc25a19|P	48	54	44	34
11:115653006-115654045|Slc25a19|P	112	184	90	78
11:115655624-115656471|Slc25a19|P	73	81	65	58
11:115657298-115657666|Slc25a19|P	42	29	21	26
11:115658483-115659220|Slc25a19|P	52	60	62	43
11:115662262-115663410|Slc25a19|P	65	78	69	35
11:115664160-115664556|Grb2|P	28	56	43	32
11:115664816-115665641|Grb2|P	66	70	81	76
11:115666318-115667011|Grb2|P	50	47	68	29
11:115667751-115668319|Grb2|P	46	51	32	73
11:115669121-115670128|Grb2|P	53	125	70	82
11:115670382-115671643|Grb2|P	139	172	150	139
11:115671698-115672047|Grb2|P	28	13	37	32
11:115672986-115674848|Grb2|P	146	220	158	125
11:115675095-115676432|Grb2|P	109	93	92	63
11:115676572-115677835|Grb2|P	44	126	114	42
11:115679834-115680159|Grb2|P	12	32	21	14
11:115684612-115685562|Grb2|P	66	113	92	77
11:11568566-11569033|4930512M02Rik|P	44	33	37	18
11:115688907-115689870|Grb2|P	31	101	63	83
11:115690407-115692348|Grb2|P	192	226	145	111
11:115692407-115693417|Grb2|P	71	80	60	66
11:115693681-115694703|Grb2|P	79	114	74	67
11:115695282-115696767|Grb2|P	88	133	101	61
11:115697265-115698165|Grb2|P	65	95	94	67
11:115698922-115699377|Grb2|P	58	75	53	32
11:115699654-115700638|Grb2|P	90	129	90	96
11:115704202-115704683|Grb2|P	24	42	33	26
11:115705121-115705929|Grb2|P	35	73	57	101
11:115706376-115707151|Grb2|P	61	57	67	55
11:115709156-115710217|Grb2|P	96	120	99	48
11:115712762-115713626|Grb2|P	53	89	46	34
11:115742589-115742973|Tmem94|P	19	51	46	27
11:115766010-115767010|Tmem94|P	60	98	76	73
11:115808734-115809946|Caskin2|P	93	119	111	115
11:115813179-115813888|Caskin2|P	81	125	112	61
11:115814423-115814750|Tsen54|P	39	45	22	49
11:115815045-115815931|Tsen54|P	51	126	75	94
11:115823623-115823965|Llgl2|P	34	53	67	55
11:115824142-115824764|Llgl2|P	45	30	64	91
11:115858422-115860087|Llgl2|P	219	305	167	137
11:115882895-115883970|Recql5|P	116	159	88	59
11:115901714-115902086|Smim5|P	26	45	23	17
11:115902241-115904493|Smim5|P	162	238	134	179
11:115928401-115929347|Recql5|P	78	85	36	52
11:115932096-115932546|Sap30bp|P	10	42	23	45
11:115932586-115933098|Sap30bp|P	56	47	51	31
11:115933935-115935016|Sap30bp|P	60	82	23	57
11:115974600-115975329|Itgb4|P	81	93	101	78
11:116004713-116005843|Galk1|P	121	188	114	102
11:116012123-116013388|Galk1|P	110	141	120	84
11:116031015-116032027|Unk|P	49	109	80	45
11:116037637-116038130|Unk|P	12	27	25	19
11:116076632-116077177|Unc13d|P	25	59	43	23
11:116077689-116078531|Unc13d|P	91	157	122	106
11:116078706-116079231|Unc13d|P	27	60	56	32
11:116085733-116086479|Wbp2|P	75	84	59	59
11:116087742-116088048|Wbp2|P	34	44	40	15
11:116093020-116093635|Wbp2|P	44	61	17	23
11:116094101-116094432|Wbp2|P	35	46	26	33
11:116094868-116095179|Wbp2|P	16	28	26	24
11:116099009-116099731|Trim47|P	59	94	46	44
11:116099939-116101229|Trim47|P	159	149	119	68
11:116101438-116102622|Trim47|P	117	149	133	98
11:116102868-116104799|Trim47|P	254	305	259	233
11:116105936-116109250|Trim47|P	380	461	355	253
11:116109520-116110186|Trim47|P	35	86	101	95
11:116123833-116124328|Trim47|P	0	36	2	27
11:116128973-116130036|Trim65|P	121	169	144	148
11:116132456-116132833|Trim65|P	24	48	24	49
11:116138189-116138608|Mrpl38|P	46	66	32	66
11:116145431-116146974|Fbf1|P	161	282	196	166
11:116162465-116162975|Fbf1|P	0	3	9	32
11:116167385-116167705|Fbf1|P	31	23	21	24
11:116194625-116195354|Acox1|P	92	81	64	53
11:116195593-116195987|Acox1|P	31	46	31	24
11:116197602-116197909|Acox1|P	23	38	28	33
11:116221847-116223068|Cdk3|P	66	117	161	99
11:116272582-116273324|Srp68|P	57	98	60	54
11:116281137-116282028|Galr2|P	99	194	127	142
11:116282838-116283579|Galr2|P	99	87	80	71
11:116305892-116306474|Exoc7|P	64	114	89	41
11:116319264-116319708|Exoc7|P	82	101	76	83
11:116333979-116335370|Foxj1|P	151	220	201	196
11:116367018-116368344|Rnf157|P	172	188	124	75
11:116369015-116369551|Rnf157|P	37	69	70	52
11:116369801-116370652|Rnf157|P	67	102	63	58
11:116388996-116389324|Rnf157|P	41	41	10	17
11:116394741-116395374|Rnf157|P	38	71	50	69
11:116406335-116406709|Rnf157|P	26	60	48	9
11:116413186-116413838|Rnf157|P	39	105	53	53
11:116417417-116419170|Rnf157|P	149	194	100	86
11:116419961-116420338|Rnf157|P	22	39	32	18
11:116423435-116424075|Ubald2|P	49	117	56	42
11:116428901-116430048|Ubald2|P	107	164	105	39
11:116434836-116438230|Gm7367|P	349	428	346	299
11:116445017-116446171|Qrich2|P	143	251	150	83
11:116489086-116489351|Prpsap1|P	34	33	28	36
11:116493536-116494188|Prpsap1|P	39	67	44	22
11:116498640-116498982|Prpsap1|P	42	33	34	0
11:116531966-116534329|Sphk1|P	290	455	390	295
11:116555710-116556919|Ube2o|P	44	84	40	125
11:116572775-116573229|Ube2o|P	29	46	65	56
11:116580608-116581252|Ube2o|P	40	165	55	112
11:11658955-11659831|Ikzf1|P	66	55	39	25
11:116615048-116615576|Rhbdf2|P	49	72	57	45
11:116616259-116616936|Rhbdf2|P	95	133	104	62
11:116617229-116619821|Rhbdf2|P	351	482	312	262
11:116620795-116621908|Rhbdf2|P	38	140	99	42
11:116622415-116622877|Rhbdf2|P	22	40	41	34
11:116622896-116623665|Rhbdf2|P	44	92	76	58
11:116653498-116654768|Prcd|P	150	248	193	76
11:116657087-116658123|Prcd|P	105	93	133	59
11:11666710-11667573|Ikzf1|P	38	85	80	62
11:116672133-116673269|Snord1c|P	86	139	118	111
11:11667836-11669497|Ikzf1|P	105	132	91	36
11:116694269-116694937|St6galnac2|P	64	119	87	100
11:11669881-11670712|Ikzf1|P	40	72	1	2
11:116810944-116811948|Mxra7|P	40	108	92	89
11:116813571-116815288|Mxra7|P	224	244	224	191
11:116827418-116828695|Mxra7|P	108	215	152	132
11:116832992-116833350|Mxra7|P	34	43	5	15
11:116839624-116839942|Jmjd6|P	27	36	48	49
11:116840200-116840970|Jmjd6|P	19	75	81	66
11:11684559-11685564|Ikzf1|P	77	183	101	62
11:116854287-116855458|Mfsd11|P	72	85	67	49
11:116867457-116868893|Mfsd11|P	52	116	116	60
11:116869126-116869802|Mfsd11|P	56	86	48	44
11:116885540-116886202|Mfsd11|P	57	83	39	66
11:116905538-116906334|Mgat5b|P	38	87	63	45
11:116918500-116919581|Mgat5b|P	69	223	151	109
11:11693438-11694474|Ikzf1|P	43	109	97	32
11:11694730-11695491|Ikzf1|P	51	85	48	23
11:116949919-116950378|Mgat5b|P	17	52	11	46
11:11695800-11697814|Ikzf1|P	194	224	171	127
11:116985453-116986415|Mgat5b|P	129	138	85	120
11:11699223-11699674|Ikzf1|P	31	26	12	11
11:116994036-116994362|Mgat5b|P	35	50	5	31
11:117047094-117047890|Snhg20|P	52	48	68	36
11:117077195-117078666|Mir6516|P	127	224	146	153
11:117080848-117084566|Mir6516|P	334	439	376	274
11:117085939-117087184|Mir6516|P	92	135	92	61
11:117087369-117089273|Mir6516|P	122	168	136	85
11:117091836-117092324|Mir6516|P	27	63	38	29
11:117108489-117109730|Sec14l1|P	131	164	98	115
11:117110190-117110673|Sec14l1|P	34	81	32	41
11:117114070-117114583|Sec14l1|P	69	70	35	58
11:11711486-11712040|Ikzf1|P	56	37	36	15
11:117116659-117119399|Sec14l1|P	232	289	262	236
11:117119798-117122554|Sec14l1|P	334	583	371	305
11:117122724-117123190|Sec14l1|P	24	77	50	68
11:117123419-117124223|Sec14l1|P	55	97	89	75
11:117124480-117124935|Sec14l1|P	26	54	43	37
11:117127169-117127663|Sec14l1|P	50	67	53	35
11:117128092-117130656|Sec14l1|P	166	188	245	191
11:117130671-117131275|Sec14l1|P	49	69	50	21
11:117134774-117137406|Sec14l1|P	257	368	334	206
11:117138029-117142973|Sec14l1|P	657	920	593	574
11:117143520-117145939|Sec14l1|P	305	434	305	287
11:117146289-117148732|Sec14l1|P	247	429	281	265
11:11714740-11716934|Ikzf1|P	145	204	133	82
11:117150244-117151056|Sec14l1|P	52	91	66	73
11:117154359-117155102|Sec14l1|P	39	82	69	71
11:117155327-117156605|Sec14l1|P	163	288	194	185
11:117165921-117167239|Sec14l1|P	86	177	69	82
11:117167658-117168788|Sec14l1|P	113	130	111	39
11:117168974-117169671|Sec14l1|P	56	69	65	71
11:117170201-117170808|Sec14l1|P	57	90	61	41
11:11717230-11718409|Ikzf1|P	93	167	88	69
11:117172351-117172771|Sec14l1|P	29	50	27	41
11:117172974-117174210|Sec14l1|P	115	118	85	126
11:117175424-117175881|Sec14l1|P	52	34	35	23
11:117175989-117176590|Sec14l1|P	53	83	61	58
11:117176883-117177482|Sec14l1|P	49	106	26	49
11:117194539-117194922|Septin9|P	17	45	51	33
11:117197052-117200198|Septin9|P	334	525	358	317
11:11719763-11720077|Ikzf1|P	14	29	31	21
11:117200721-117201668|Septin9|P	64	179	82	89
11:11726258-11726648|Ikzf1|P	19	45	50	18
11:117265664-117267334|Septin9|P	146	283	214	192
11:11727904-11728345|Ikzf1|P	27	55	38	36
11:117283047-117283892|Septin9|P	60	71	42	18
11:11728683-11729562|Ikzf1|P	93	95	62	64
11:117296590-117297392|Septin9|P	44	76	73	49
11:117306451-117308954|Septin9|P	230	283	172	132
11:117316584-117319289|Septin9|P	260	497	385	275
11:117319940-117320901|Septin9|P	114	193	86	70
11:117325682-117326676|Septin9|P	74	86	61	63
11:117331558-117332628|Septin9|P	98	180	118	110
11:117332850-117333187|Septin9|P	45	30	42	33
11:117333499-117335240|Septin9|P	167	223	220	136
11:117338372-117339357|Septin9|P	60	149	56	63
11:11734814-11735954|Ikzf1|P	45	87	34	0
11:117348396-117350312|Septin9|P	184	148	183	74
11:117354057-117354475|Septin9|P	36	45	32	17
11:11736502-11737108|Ikzf1|P	44	79	20	14
11:117394501-117395476|Gm11729|P	91	134	112	102
11:117396576-117397604|Gm11729|P	29	61	53	44
11:117414174-117415220|Gm11729|P	70	127	60	81
11:117482544-117483029|Gm11733|P	34	75	53	58
11:117535014-117535536|Gm11733|P	15	23	28	48
11:117599005-117599955|2900041M22Rik|P	28	45	62	93
11:11762175-11762626|Fignl1|P	37	44	25	17
11:11763086-11763793|Fignl1|P	30	67	44	30
11:117655431-117656534|Tnrc6c|P	76	93	141	96
11:117659118-117659520|Tnrc6c|P	32	26	24	48
11:117663166-117663756|Tnrc6c|P	40	44	23	8
11:11766362-11767290|Fignl1|P	26	74	33	42
11:117664469-117664817|Tnrc6c|P	22	51	27	50
11:117668823-117669224|Tnrc6c|P	32	46	27	30
11:117669482-117670438|Tnrc6c|P	60	71	111	70
11:117675557-117675816|Tnrc6c|P	14	29	29	28
11:117676317-117676962|Tnrc6c|P	45	96	57	34
11:117677817-117678849|Tnrc6c|P	55	93	59	25
11:117685311-117685726|Tnrc6c|P	42	48	56	57
11:117691404-117692148|Tnrc6c|P	62	48	99	37
11:117693108-117693453|Tnrc6c|P	45	59	26	38
11:117693635-117694485|Tnrc6c|P	82	78	62	71
11:117696164-117697378|Tnrc6c|P	120	175	117	136
11:117706831-117707094|Tnrc6c|P	27	22	21	26
11:117707293-117708023|Tnrc6c|P	48	78	47	26
11:117712148-117713024|Tnrc6c|P	47	70	38	54
11:117717930-117718440|Tnrc6c|P	37	43	32	42
11:117721058-117727508|Tnrc6c|P	641	882	602	538
11:117729959-117730699|Tnrc6c|P	66	68	48	66
11:117733262-117734033|Tnrc6c|P	44	73	33	65
11:117734753-117735358|Tnrc6c|P	88	84	44	54
11:117735877-117736168|Tnrc6c|P	12	37	35	26
11:11776438-11777068|Fignl1|P	36	78	49	39
11:117768800-117770191|Tmc6|P	162	248	162	212
11:117775529-117776602|Tmc6|P	95	109	59	110
11:117778219-117779414|Tmc6|P	97	154	132	76
11:117779943-117781591|Tmc6|P	147	231	123	123
11:117781887-117783982|Tmc6|P	310	501	340	249
11:117790171-117791112|Tmc8|P	20	95	63	89
11:117791375-117792848|Tmc8|P	120	268	105	110
11:117794065-117794399|Tmc8|P	24	35	37	5
11:117795933-117798768|6030468B19Rik|P	240	378	209	198
11:117802651-117803652|6030468B19Rik|P	123	176	72	83
11:117811494-117811803|Syngr2|P	44	40	24	29
11:117812291-117812713|Syngr2|P	36	50	42	9
11:117812970-117813618|Syngr2|P	43	98	34	18
11:117815627-117816607|Tk1|P	39	130	59	39
11:117824063-117824778|Tk1|P	71	75	85	40
11:117825212-117826188|Tk1|P	69	166	154	97
11:117826951-117828477|Tk1|P	140	193	122	91
11:117828750-117831700|Afmid|P	195	371	281	185
11:117831947-117832917|Afmid|P	103	146	77	94
11:117846740-117848633|Birc5|P	166	219	164	149
11:117849383-117849865|Birc5|P	59	108	62	82
11:11785795-11786711|Fignl1|P	126	137	94	39
11:117864654-117866113|Tmem235|P	120	177	98	127
11:117870417-117871029|Tha1|P	36	100	17	41
11:117872016-117872612|Tha1|P	45	61	67	44
11:117872852-117873391|Tha1|P	52	91	77	78
11:117876509-117883099|Tha1|P	728	1066	725	669
11:117885813-117886279|Tha1|P	48	58	33	39
11:117890557-117891184|Tha1|P	36	55	49	40
11:117912362-117913104|Tha1|P	45	66	27	59
11:117919114-117919621|Tha1|P	44	55	35	47
11:117930712-117931394|Socs3|P	68	153	122	102
11:117939651-117940468|Socs3|P	72	66	60	39
11:117946342-117946707|Socs3|P	58	45	14	14
11:117946887-117947352|Socs3|P	34	60	60	30
11:117948900-117950618|Socs3|P	220	298	180	214
11:117951848-117952820|Socs3|P	111	106	61	36
11:117954000-117956657|Socs3|P	258	431	325	261
11:117957846-117959812|Socs3|P	292	351	218	213
11:117960440-117961461|Socs3|P	97	120	116	83
11:117962026-117962886|Socs3|P	164	202	138	145
11:117963086-117966047|Socs3|P	222	459	299	285
11:117966324-117968550|Socs3|P	234	406	293	231
11:117969472-117970657|Socs3|P	97	127	76	108
11:117970844-117971218|Socs3|P	15	34	47	29
11:117974406-117976720|Socs3|P	231	305	273	214
11:117979110-117980091|Pgs1|P	73	111	72	93
11:117985960-117986760|Pgs1|P	64	118	74	61
11:117987747-117991870|Pgs1|P	424	522	386	381
11:117992082-117993636|Pgs1|P	274	396	288	241
11:117993952-117996621|Pgs1|P	429	545	424	435
11:117997436-117997882|Pgs1|P	34	58	37	24
11:117998261-117998726|Pgs1|P	44	38	54	25
11:118007379-118010606|Pgs1|P	592	782	601	592
11:118011062-118012039|Pgs1|P	48	109	100	90
11:118012458-118012921|Pgs1|P	52	54	30	21
11:118013050-118018287|Pgs1|P	641	876	652	623
11:118019148-118020329|Pgs1|P	71	115	100	44
11:118106912-118107189|Dnah17|P	21	41	16	50
11:118135093-118135569|Dnah17|P	59	54	31	21
11:118145769-118146760|Dnah17|P	28	77	81	29
11:118163432-118164121|Dnah17|P	29	119	54	59
11:118183683-118184156|Cyth1|P	47	67	28	66
11:118184835-118185978|Cyth1|P	38	141	88	118
11:118186197-118186797|Cyth1|P	50	82	73	40
11:118193475-118194374|Cyth1|P	46	57	96	65
11:118196219-118197192|Cyth1|P	69	69	63	39
11:118197640-118198568|Cyth1|P	74	72	78	66
11:118199227-118200705|Cyth1|P	73	184	103	81
11:118201009-118204097|Cyth1|P	264	440	308	297
11:118207001-118207919|Cyth1|P	68	112	87	63
11:118208092-118212065|Cyth1|P	427	569	453	428
11:118212555-118213440|Cyth1|P	136	193	180	145
11:118213799-118214240|Cyth1|P	32	30	36	16
11:118215599-118216746|Cyth1|P	59	60	84	35
11:118222424-118222910|Cyth1|P	47	69	29	57
11:118226572-118227431|Cyth1|P	51	49	58	38
11:118234271-118235552|Cyth1|P	97	157	84	108
11:118236436-118237613|Cyth1|P	131	123	84	113
11:118239726-118240401|Cyth1|P	44	62	70	70
11:118246496-118247763|Cyth1|P	103	148	127	128
11:118249100-118249700|Cyth1|P	60	61	83	59
11:118253507-118254919|Cyth1|P	96	105	91	100
11:118260038-118260728|Usp36|P	65	51	66	57
11:118273427-118273745|Usp36|P	0	43	50	9
11:118274920-118277149|Usp36|P	105	294	154	103
11:118288487-118289537|Usp36|P	96	133	114	90
11:118322646-118322982|Cep295nl|P	50	28	24	34
11:118323997-118325074|Cep295nl|P	112	106	85	122
11:118326472-118326909|Cep295nl|P	40	11	42	53
